battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1165,0,2.0,1,0,0,4,0.3,157,5,6,1340,1373,891,10,12,14,1,1,0,0
3583,0,2.3,0,8,1,50,0.4,140,3,16,1912,1087,2156,14,2,10,1,1,0,3
1117,1,2.2,0,0,0,23,0.8,159,3,5,1812,1204,1411,9,17,2,0,0,1,1
3280,0,0.5,0,5,0,35,0.7,171,6,15,1364,1190,1513,14,3,17,1,1,0,2
1327,0,1.8,1,4,1,9,0.4,194,7,4,247,1654,748,14,15,6,0,1,1,0
5473,0,0.6,1,11,1,158,0.4,197,8,18,765,1735,3236,17,10,14,0,1,1,3
2214,1,2.4,0,2,1,22,0.8,95,1,7,1895,1226,1291,5,8,12,0,1,1,1
2541,1,0.7,0,19,1,19,0.8,197,5,11,1937,1794,1528,15,12,12,0,0,1,2
1033,0,0.7,0,1,0,9,0.1,84,2,7,267,1110,776,8,4,9,0,1,0,0
699,1,0.8,0,3,1,7,0.5,103,2,2,1145,1514,519,10,11,8,1,1,1,0
934,1,0.9,0,3,1,15,0.6,102,6,2,505,678,958,17,8,5,0,0,1,0
3492,1,2.4,1,9,1,174,0.5,121,4,16,1859,1565,2941,6,4,6,1,0,0,3
1991,1,1.1,0,9,1,22,0.1,126,4,18,1715,773,1739,12,4,14,1,1,0,2
2356,0,1.5,1,4,1,17,0.7,97,7,6,301,1032,1074,8,7,18,0,0,1,1
4543,1,1.8,0,17,1,174,0.6,121,6,8,315,823,2779,5,4,7,0,1,0,3
5839,0,1.1,0,15,1,41,0.6,84,2,14,807,1660,2423,7,9,11,1,1,0,3
4737,0,2.1,1,11,0,198,0.2,100,1,14,413,752,3400,9,8,19,0,0,0,3
1224,0,1.3,1,1,0,30,0.7,123,2,5,1721,1502,974,16,7,8,0,0,0,1
1181,1,1.3,1,4,0,27,0.3,151,1,2,1036,1477,676,18,3,6,1,0,0,1
653,1,1.3,0,2,1,5,0.5,193,2,6,1606,515,543,12,10,8,1,1,0,0
653,0,0.9,1,3,1,4,0.5,127,7,2,102,1093,965,18,11,7,0,1,0,0
4945,0,1.4,0,12,1,242,0.4,84,4,14,104,650,3121,8,11,4,1,0,0,3
1239,0,2.0,0,4,1,2,0.7,155,3,2,1149,800,895,11,7,12,1,0,1,0
3403,0,1.9,0,13,0,43,0.5,108,8,19,1055,1065,2402,12,0,16,0,0,1,2
621,1,2.6,1,4,1,13,0.2,123,8,5,1433,1424,486,17,15,10,1,0,0,0
4908,1,2.1,0,15,1,133,0.8,85,7,13,1427,1530,2095,8,8,18,0,0,1,3
2498,1,2.8,0,2,1,26,0.6,136,7,5,801,1029,953,17,6,19,0,0,0,1
531,0,1.5,0,3,0,13,0.7,127,6,6,1158,1159,1007,6,3,3,0,1,0,0
1990,1,1.5,1,11,1,48,0.6,91,2,11,177,1819,2898,17,8,8,1,0,0,2
4985,1,2.4,0,18,1,154,0.5,144,7,8,258,838,2577,17,7,3,1,1,0,3
1330,1,2.9,0,3,1,4,0.6,91,5,2,1556,1134,1019,7,16,9,0,1,0,0
670,1,2.9,1,1,0,8,0.7,192,2,7,556,1810,730,8,6,2,0,1,0,0
2145,1,0.8,0,7,1,26,0.6,129,1,18,58,1795,2801,12,16,14,1,1,0,2
3609,0,1.2,1,7,0,120,0.9,96,3,17,1215,1892,3369,7,0,19,0,1,1,3
833,1,2.1,1,3,0,15,0.2,153,8,3,1319,1939,925,17,11,7,0,1,0,0
1454,1,2.9,0,2,1,31,0.5,117,3,6,409,1456,1294,8,12,10,0,1,0,1
4804,1,3.0,0,18,1,192,0.5,109,3,13,1019,1271,2226,10,14,8,1,1,1,3
5613,0,2.1,0,11,1,143,1.0,115,2,20,1038,579,2580,11,17,10,1,1,1,3
715,1,2.0,1,0,1,11,0.9,160,6,5,29,1904,358,8,16,9,1,0,0,0
2630,0,1.3,1,10,0,44,0.1,97,8,10,1905,1292,2403,5,4,3,1,0,0,2
3011,0,2.5,0,16,1,16,0.6,117,7,16,162,1948,1965,17,8,16,0,0,0,2
2755,1,0.9,0,6,1,26,0.8,199,8,8,496,1557,1583,5,5,18,1,1,0,2
3155,1,2.3,1,10,0,55,0.6,104,2,13,516,1046,2106,10,13,18,0,1,0,2
1433,1,0.6,1,2,0,6,0.3,101,6,7,1704,973,711,9,15,5,1,0,1,0
2261,1,0.5,0,12,1,44,0.5,121,6,12,1317,1241,2916,11,6,10,0,1,1,2
1992,0,1.8,1,2,0,30,0.9,174,2,3,839,1540,861,9,1,18,1,1,0,1
4990,0,0.9,0,6,0,191,0.3,142,5,12,1030,1786,3548,11,0,9,1,1,1,3
1841,0,2.5,0,15,0,44,0.4,135,7,14,78,1888,2372,11,3,3,0,0,1,2
2259,1,1.5,1,3,0,20,0.6,117,2,6,1347,1708,789,11,6,16,0,0,1,1
5338,1,2.2,0,9,0,177,0.6,190,8,8,93,709,3855,15,15,5,0,0,1,3
2329,0,1.6,1,17,0,34,0.1,161,7,9,1559,1618,1411,14,3,13,1,0,1,2
3639,0,1.0,0,17,1,117,0.6,180,7,11,1114,1007,2770,8,2,11,1,1,1,3
1867,0,0.7,1,11,1,56,1.0,122,6,11,1272,1201,2141,16,4,12,0,1,1,2
1195,1,2.8,1,0,1,12,0.4,165,3,4,1783,833,780,15,14,8,1,0,1,0
3408,1,1.3,1,5,1,174,0.9,120,4,9,1766,1245,3003,6,0,11,1,0,1,3
2664,1,2.5,0,6,1,40,0.4,138,1,10,41,1176,2117,10,7,19,1,1,1,2
1523,1,2.6,1,16,1,63,0.5,113,5,13,160,636,1503,11,11,9,0,1,0,2
711,0,1.5,0,1,0,2,0.1,103,4,6,1565,1720,384,17,13,17,0,0,0,0
2030,1,2.2,1,4,0,28,0.6,137,4,6,1293,513,840,5,8,12,0,0,0,1
2183,1,1.3,1,8,0,57,0.5,84,2,9,331,1107,1851,15,15,11,1,1,0,2
1852,0,1.7,1,4,1,18,0.3,161,7,2,579,865,1746,7,7,5,0,1,0,1
551,1,2.3,0,0,1,4,0.7,103,7,5,538,1944,683,10,1,9,1,1,0,0
1217,0,1.8,1,3,1,13,0.1,140,2,6,505,939,1756,11,4,8,1,0,0,1
1517,0,0.8,0,6,0,55,0.4,198,4,12,667,1654,1826,18,14,8,0,1,0,2
1328,1,1.1,0,4,0,3,0.2,89,6,2,218,1157,475,10,10,18,1,1,0,0
1396,1,1.3,0,2,1,5,0.6,145,6,6,1836,1783,716,7,9,17,1,1,1,0
1926,0,0.5,1,12,1,40,0.7,195,3,16,220,1403,2792,18,8,15,0,0,0,2
1119,1,1.7,0,3,0,4,0.5,164,5,7,398,1049,955,11,5,11,0,1,1,0
3078,1,2.9,1,18,1,53,0.3,98,4,20,1294,801,2947,14,2,18,0,0,0,2
2016,1,2.2,1,10,1,31,0.8,137,1,18,508,1081,2879,13,17,18,1,0,0,2
5431,0,2.4,1,19,1,144,0.3,176,5,15,1117,1353,2426,8,3,18,0,0,1,3
1665,0,2.7,1,19,0,56,0.9,155,3,16,1667,1845,1765,18,17,16,0,0,0,2
4553,1,0.6,1,12,1,53,0.3,140,3,18,174,506,2068,11,10,5,1,1,0,3
2028,0,1.1,0,18,1,39,0.7,117,7,8,1514,644,2828,7,4,4,0,0,1,2
660,1,1.0,0,0,1,7,0.7,148,4,5,1710,917,722,15,11,14,1,1,1,0
698,1,2.5,1,0,0,12,0.3,87,6,2,842,1139,914,13,13,4,1,0,1,0
1249,1,2.3,0,2,0,26,0.4,84,4,4,214,1507,671,5,14,9,0,0,1,1
500,0,1.7,0,3,0,12,0.4,188,3,3,830,917,581,9,15,5,0,1,0,0
2018,0,1.6,0,3,1,16,0.5,92,1,3,1015,561,1885,12,7,19,0,0,0,1
1185,0,0.9,1,1,1,2,0.8,174,8,6,341,1156,918,16,4,5,0,0,0,0
1222,1,2.4,1,1,1,27,0.1,136,1,5,326,1454,1113,11,4,8,1,0,0,1
1362,0,0.9,0,4,1,16,0.2,179,4,3,1117,577,1092,13,15,19,1,0,0,1
2459,0,2.4,0,12,1,119,0.5,100,5,17,1574,1647,3254,11,1,14,1,0,0,3
2292,0,1.8,1,14,1,29,0.8,139,8,14,1623,877,2653,13,1,13,1,1,1,2
1421,1,2.3,1,2,0,2,0.5,140,8,5,372,1834,896,15,5,12,1,0,1,0
2210,0,2.9,1,9,1,32,0.4,97,4,16,356,986,2669,17,5,12,0,1,1,2
3201,0,2.2,1,11,1,212,0.3,194,3,14,900,1893,3793,18,17,4,1,1,0,3
2123,1,2.4,0,19,1,16,0.5,188,2,8,836,802,1340,9,2,14,1,1,1,2
2137,1,0.8,1,4,1,8,0.5,119,2,5,316,1947,674,14,16,15,0,0,0,1
1225,1,1.3,1,4,1,24,0.5,136,2,6,538,1192,1927,6,17,15,0,1,0,1
2010,1,0.6,0,0,0,29,0.8,92,5,6,585,1017,1454,16,11,5,0,0,1,1
3291,1,1.7,0,8,1,112,0.5,145,3,12,959,695,2212,13,17,6,0,0,0,3
2258,1,2.9,0,2,0,13,0.5,151,4,5,477,1491,722,8,2,5,1,0,1,1
2426,1,0.6,0,2,1,12,0.8,198,5,3,1082,1511,624,15,15,3,0,1,0,1
1859,1,2.2,1,0,0,9,0.5,162,1,6,1875,1518,1864,13,17,11,0,0,1,1
2609,0,2.8,0,17,1,62,0.2,139,8,12,964,589,2489,14,5,7,1,0,0,2
1485,1,0.5,1,1,0,25,0.4,80,4,7,1681,1129,889,11,15,4,0,0,1,1
3359,1,1.7,0,9,1,61,0.3,101,1,8,1000,975,2620,10,4,2,1,0,1,2
2714,0,2.1,0,10,1,23,0.6,142,2,13,239,1522,2975,5,17,13,0,0,0,2
3126,0,1.6,1,8,1,44,0.5,127,4,12,65,1047,1974,6,10,15,1,0,1,2
2097,0,1.4,0,6,1,25,0.6,129,2,17,82,858,1262,7,12,3,0,1,1,2
606,1,2.1,1,0,0,7,0.5,179,8,7,644,1688,354,18,12,6,0,1,0,0
1279,0,1.4,1,2,1,11,0.8,101,4,7,1711,1433,1746,13,3,3,1,0,1,1
3281,1,2.2,1,14,1,75,0.7,155,8,11,1573,1860,3731,9,12,13,0,0,0,3
600,0,2.2,1,2,1,13,1.0,119,2,7,560,1354,475,13,8,18,0,0,1,0
1616,0,2.0,0,2,1,24,0.8,141,4,3,932,1271,1352,14,11,12,0,1,0,1
1775,0,2.8,1,0,0,16,0.4,97,4,4,1045,1037,1663,7,10,6,1,1,0,1
2359,1,2.1,1,3,0,25,0.9,141,5,3,1517,1456,550,5,16,8,1,1,0,1
2385,1,0.9,1,6,1,54,0.5,114,3,14,1621,1476,1268,6,16,13,1,1,0,2
2355,0,2.0,1,1,0,29,0.2,101,5,7,1091,1558,761,16,7,15,0,1,0,1
5633,1,1.7,0,5,1,112,1.0,193,1,12,284,1065,2390,13,10,8,0,0,0,3
2744,0,0.6,1,8,1,39,0.9,122,8,19,313,1572,2231,8,15,8,1,1,0,2
2281,1,1.3,1,11,1,81,0.8,155,7,16,1954,990,3248,11,4,6,1,1,0,3
2417,0,0.8,0,7,0,32,0.7,134,3,14,398,1673,1996,7,11,14,1,0,1,2
4390,0,1.0,0,19,1,139,0.7,156,5,15,507,1360,3729,7,5,14,1,0,0,3
1969,1,0.8,0,11,1,34,0.9,192,7,11,1199,1394,1407,15,11,6,0,1,0,2
3876,0,1.6,1,14,1,134,1.0,167,3,12,1320,1920,4057,15,4,7,1,0,1,3
2056,0,0.7,1,11,1,50,0.5,164,8,15,769,1200,3613,11,13,5,1,0,0,3
3101,0,2.1,1,13,1,24,0.2,195,7,20,784,526,1323,8,9,14,0,1,1,2
1873,0,0.6,1,0,0,16,0.9,198,4,2,342,649,1718,5,4,14,1,1,1,1
1031,1,0.6,0,3,0,4,0.6,137,3,4,1452,996,457,13,16,3,0,1,0,0
2550,1,2.6,1,17,0,30,0.6,97,4,18,1441,1789,2456,9,12,17,1,1,0,2
1747,1,2.0,1,3,1,29,0.8,94,6,6,316,1753,825,15,0,13,0,1,1,1
2296,1,1.3,0,17,1,58,0.5,181,8,8,1921,1404,3031,15,8,10,1,0,1,2
1308,1,0.6,0,1,0,15,0.6,120,3,5,354,1500,1074,18,4,10,0,0,0,1
4793,1,2.1,1,15,1,49,0.9,162,1,9,1579,1941,2075,18,9,11,1,0,0,3
1005,0,2.1,0,0,0,2,0.5,135,6,6,1790,1390,820,5,12,18,1,0,1,0
981,0,1.5,1,4,0,6,0.8,106,8,5,344,1193,868,9,11,17,1,0,0,0
2600,0,3.0,0,9,1,28,1.0,99,1,14,1054,1718,2741,5,11,8,0,1,1,2
1421,1,2.4,1,0,1,29,0.9,108,6,4,1235,625,1149,6,3,8,1,1,1,1
3599,1,1.8,0,5,0,225,0.8,195,4,14,636,581,2838,10,7,8,0,0,1,3
2136,0,1.0,1,4,1,19,0.1,147,3,4,1834,1928,1098,18,5,5,1,1,0,1
3094,1,0.8,1,16,1,43,0.3,168,2,15,1611,1495,2517,12,9,12,0,0,0,2
1236,0,0.8,1,3,1,25,0.9,173,1,4,955,898,1475,10,2,8,0,0,0,1
2661,1,2.1,0,6,1,80,0.2,128,1,10,470,1076,3992,12,5,18,0,0,0,3
1194,1,1.7,0,2,0,8,0.8,192,5,3,556,1675,736,5,0,13,0,0,0,0
1228,0,2.3,0,2,0,3,0.9,100,1,3,696,500,941,9,15,9,0,0,1,0
3307,0,1.0,0,19,1,57,0.7,93,8,13,552,972,2546,6,15,11,0,0,1,2
2356,0,1.3,0,0,0,8,0.4,139,5,3,330,1953,1482,13,17,13,0,1,0,1
1777,1,1.9,0,4,0,12,0.3,127,7,5,1259,1497,1209,11,4,16,0,1,0,1
3173,1,1.7,1,5,1,122,0.6,143,3,12,984,1380,2434,7,10,7,0,0,1,3
1109,1,0.8,1,2,0,10,0.9,151,6,7,1352,1391,702,11,17,2,0,1,0,0
2335,0,2.7,1,7,0,20,0.8,190,5,17,356,1766,2451,16,17,8,1,1,0,2
2891,0,0.7,1,13,1,39,0.6,154,8,14,72,1845,1880,7,6,10,1,0,0,2
5808,0,0.5,0,12,1,250,0.5,152,7,20,825,520,3096,10,3,16,0,0,0,3
2336,1,3.0,1,3,1,31,0.5,185,4,7,743,1208,598,8,7,11,1,0,0,1
1346,1,1.1,1,0,1,12,0.9,85,1,4,1350,1774,875,6,2,13,1,0,0,0
2975,0,1.2,1,8,1,41,0.4,115,5,8,286,1545,2619,14,12,9,1,0,0,2
578,1,2.2,1,4,1,7,0.2,199,4,4,326,1274,955,16,11,6,1,1,0,0
2494,0,2.6,1,4,1,18,0.4,127,6,2,799,1931,1761,14,17,13,1,1,0,1
930,1,2.3,1,3,1,3,0.1,195,5,7,1395,1228,1004,15,0,2,0,0,1,0
2252,0,0.8,1,13,1,132,0.3,125,2,9,1125,598,3639,18,8,4,0,0,1,3
2660,0,1.1,1,16,1,30,0.5,199,4,14,1692,594,2014,17,1,4,0,1,0,2
2116,1,1.7,0,2,0,9,0.6,131,6,4,140,1673,1509,13,2,5,1,1,1,1
2871,0,2.2,0,18,1,20,0.3,118,8,20,34,1750,1804,5,4,2,1,1,1,2
5322,1,0.6,1,11,1,105,0.8,174,6,17,399,572,2294,7,9,16,0,0,1,3
3045,0,1.1,0,8,1,59,0.4,188,8,17,1266,1391,1682,10,16,4,1,1,1,2
3001,1,2.5,1,12,1,55,0.1,122,6,13,3,1234,1119,18,12,5,0,1,0,2
4311,1,1.4,0,5,1,238,0.2,156,5,16,1135,1134,3197,17,15,4,1,1,1,3
3723,0,2.6,1,14,1,195,0.1,125,5,20,592,1035,2644,7,11,12,0,0,0,3
1398,1,2.9,0,0,1,3,0.6,99,5,5,954,1800,509,15,6,18,1,1,0,0
1317,1,1.1,1,3,1,6,0.3,111,7,2,1128,995,620,11,16,3,0,0,0,0
2488,0,2.4,0,11,1,63,0.9,145,4,18,531,1682,1508,8,6,6,0,1,1,2
517,0,1.4,1,3,0,14,0.5,119,2,6,1472,843,569,8,8,19,1,1,0,0
2595,0,2.3,0,7,0,61,0.5,135,6,19,1219,576,1867,17,3,11,1,1,0,2
2399,1,1.7,0,11,1,38,0.4,187,3,9,1447,1848,1596,9,10,5,1,1,0,2
3076,0,2.0,1,6,1,202,0.6,150,6,8,1008,753,2238,12,17,8,1,1,0,3
1336,0,2.7,0,4,0,24,0.5,194,1,5,662,827,1899,12,2,6,0,0,1,1
1192,0,1.3,0,2,0,6,0.7,105,2,5,1363,627,829,6,14,5,0,1,1,0
2698,1,1.5,0,9,0,27,1.0,108,1,9,1316,1540,1234,14,16,14,1,1,0,2
2958,0,2.7,0,18,1,26,0.9,163,2,13,0,1560,1918,9,13,8,1,1,0,2
1844,0,2.5,0,9,1,55,0.4,84,6,9,125,1006,1085,17,11,17,1,1,0,2
5580,0,1.1,0,14,1,45,0.3,110,5,14,707,1290,4088,12,11,18,1,0,1,3
2163,0,1.7,1,1,0,28,0.4,185,3,3,905,1042,1011,11,8,3,1,1,1,1
753,0,0.7,1,4,1,15,0.7,156,2,6,1649,620,459,18,8,9,1,0,1,0
2385,0,2.3,0,4,1,12,0.2,90,1,2,1285,1640,1129,12,12,16,1,0,1,1
2784,0,2.9,0,15,1,50,0.7,82,8,10,1503,719,2830,9,11,3,0,1,0,2
2267,0,2.3,0,10,1,52,0.7,181,5,14,329,1194,1228,16,10,2,0,0,1,2
2194,0,0.6,1,0,1,23,0.3,181,2,3,834,1586,1748,16,2,7,1,1,0,1
2482,0,0.8,1,0,1,30,0.6,84,7,6,1892,931,714,8,5,12,1,1,1,1
1710,1,2.4,0,0,0,23,0.3,175,6,3,1832,1114,2018,6,4,15,1,0,1,1
1424,0,0.7,1,4,0,2,0.9,147,5,7,971,1533,927,9,16,2,0,0,0,0
2062,1,2.8,0,0,1,25,0.5,184,1,4,739,1399,1399,7,6,8,0,1,1,1
3252,1,0.9,0,8,1,66,0.2,97,3,16,882,976,3510,12,15,12,1,1,1,3
2600,0,2.2,1,14,1,148,0.5,125,1,8,620,1052,2319,14,11,9,0,1,1,3
3246,1,2.5,0,16,0,27,0.7,122,4,19,1725,1092,2906,8,2,4,0,0,1,2
1645,1,1.8,0,6,1,16,0.6,197,7,12,504,1515,2481,12,13,5,0,1,1,2
2216,0,0.8,1,8,1,50,0.8,140,6,11,1207,517,2515,8,14,16,1,0,0,2
5450,0,1.7,1,13,1,195,0.6,103,1,14,279,1204,2668,12,3,19,1,0,1,3
1061,0,3.0,0,2,0,20,0.2,119,2,3,796,1333,1254,15,10,6,1,1,1,1
2106,0,2.1,1,11,0,23,0.2,99,4,18,200,1808,1881,18,6,12,0,1,0,2
3034,0,2.1,0,15,1,42,0.7,107,2,17,1261,977,1564,5,14,10,1,0,0,2
924,0,0.7,0,4,0,12,0.4,166,6,4,611,1842,394,9,6,6,1,1,0,0
4060,1,3.0,1,19,1,93,0.5,174,5,12,25,1183,2597,8,15,5,1,1,0,3
2436,0,1.2,0,1,0,12,0.3,80,3,4,192,1752,1493,11,6,19,0,1,0,1
3365,1,2.3,1,18,0,36,0.8,159,4,18,1600,1463,2529,9,17,8,1,0,1,2
2741,1,1.9,0,16,1,18,0.9,104,3,10,1052,1338,2183,12,7,11,0,1,0,2
1456,1,2.7,1,0,0,28,0.7,146,8,5,975,1952,1274,15,7,15,1,1,0,1
2227,1,0.9,0,4,0,14,0.9,197,8,6,331,960,1496,15,3,5,1,0,1,1
3368,1,1.0,1,15,1,44,0.9,196,8,12,550,771,1328,11,13,11,1,1,0,2
2297,1,2.5,1,17,1,63,0.2,101,3,13,223,761,2928,18,1,19,0,1,0,2
2521,1,2.1,0,11,1,91,0.9,197,8,13,208,1256,2961,7,3,2,1,1,1,3
1733,1,2.8,0,7,1,43,0.5,129,3,16,11,672,2558,13,8,18,0,1,1,2
1230,0,2.5,0,3,1,12,0.1,114,3,6,354,1361,624,5,4,8,0,0,0,1
4939,1,0.6,0,15,0,239,0.3,185,2,17,428,862,3339,17,2,17,0,0,1,3
1163,1,2.9,1,3,0,15,0.4,173,5,6,1362,1846,1094,14,14,15,1,1,0,1
1334,1,0.9,1,1,1,28,0.9,183,4,3,17,1393,1757,11,8,15,1,0,1,1
1365,1,1.1,1,0,0,13,0.7,131,7,4,1421,1212,784,13,13,4,1,1,0,1
1223,0,0.8,0,1,0,14,0.3,196,5,3,1231,1028,601,14,8,7,1,1,0,0
589,1,0.6,0,3,1,5,0.6,121,6,3,109,693,403,18,9,10,0,0,0,0
1195,1,2.2,0,4,0,13,0.2,159,6,3,387,682,657,6,4,17,0,1,1,0
3100,0,1.8,0,12,1,164,0.1,153,8,13,1319,869,2238,7,16,7,1,1,0,3
833,0,1.8,1,4,0,11,0.5,101,6,4,1331,982,524,10,12,10,0,1,0,0
630,0,1.3,0,0,0,11,0.3,152,1,6,937,1006,648,11,12,6,0,0,1,0
705,1,1.5,0,2,0,4,0.5,83,2,4,735,1382,895,14,5,16,0,1,0,0
3411,1,2.2,0,6,1,35,0.1,137,4,16,1891,1469,2329,17,16,6,0,1,1,2
2109,0,1.6,1,7,1,104,0.8,132,3,14,845,1488,3432,13,2,14,0,0,1,3
2689,0,2.8,0,13,1,41,0.1,123,3,18,646,592,2712,9,12,5,0,1,1,2
3202,1,2.9,1,17,1,19,0.7,119,5,8,739,639,2282,16,7,13,0,0,0,2
2174,0,2.7,1,4,0,30,0.2,178,1,7,299,1397,1211,11,4,14,1,1,0,1
1316,0,0.6,0,2,0,8,0.8,158,2,5,136,1521,710,14,9,16,1,0,1,0
2174,1,1.5,1,16,1,55,0.6,136,5,16,1704,1249,1598,7,0,10,0,0,0,2
1021,0,0.7,0,1,0,12,0.3,171,7,5,1676,1692,1611,18,1,4,1,0,1,1
2959,0,2.0,0,10,1,50,0.7,149,8,16,460,792,1036,12,14,2,0,0,1,2
3300,1,2.7,0,10,1,194,0.7,169,2,13,1724,1723,3121,10,1,11,1,1,1,3
1459,0,0.7,1,3,1,12,0.3,101,7,3,572,1707,399,9,16,3,1,0,0,0
925,1,1.3,1,4,1,12,0.1,152,6,6,467,698,937,17,10,7,1,1,1,0
5131,1,1.6,0,11,1,225,0.1,115,3,14,1948,1399,3784,11,9,19,1,1,0,3
1604,0,1.6,1,1,0,25,0.3,142,1,6,632,1028,743,7,13,7,1,1,0,1
5987,0,0.7,0,18,1,148,0.6,165,7,12,1818,842,2895,9,16,9,1,1,1,3
2176,1,2.0,1,12,1,45,0.4,162,6,12,114,1527,2472,10,17,8,1,0,0,2
2126,1,1.6,1,3,0,11,1.0,198,7,6,319,1174,1934,8,17,7,1,1,0,1
4341,1,2.9,1,19,1,72,0.5,159,8,18,1935,554,3197,17,3,14,0,0,0,3
1323,1,2.3,0,1,0,31,0.3,158,7,3,1531,1508,1768,5,8,4,0,1,1,1
1299,1,0.9,0,2,0,9,0.5,118,3,7,906,1434,965,15,1,4,1,0,0,0
2014,1,1.9,0,3,0,30,0.8,123,4,2,511,1027,1268,9,14,4,0,1,0,1
1462,0,2.3,1,3,0,3,0.1,188,5,3,551,1468,729,15,11,8,0,1,1,0
1260,0,1.9,0,4,0,27,0.9,176,2,7,1754,849,1284,10,7,14,1,0,0,1
2390,1,1.9,1,0,1,11,0.5,153,1,2,742,890,1052,15,3,10,0,1,0,1
4702,1,2.6,1,14,1,157,0.2,169,6,15,465,1076,2874,7,4,13,1,0,0,3
4131,1,1.6,0,15,1,250,0.4,178,2,11,270,1535,3705,9,0,17,1,0,1,3
1233,0,0.8,1,1,0,12,0.7,156,2,6,1774,1098,1823,18,2,7,1,0,1,1
1211,0,2.8,0,4,0,4,0.6,137,5,5,1818,1579,909,11,17,6,1,0,1,0
2600,1,1.8,1,9,0,55,0.9,181,1,17,876,832,1922,18,11,5,1,0,1,2
1404,1,1.0,1,0,1,22,0.8,191,2,2,1100,1161,1605,7,2,3,0,1,1,1
5749,1,0.9,1,16,0,61,0.7,142,2,8,1299,1131,3332,13,9,9,0,0,1,3
1395,0,1.2,0,0,0,27,0.5,198,8,5,215,984,528,5,2,6,1,1,0,1
611,0,3.0,0,3,0,3,0.8,171,3,4,1835,1621,544,16,17,6,0,0,0,0
1274,1,2.4,0,0,1,13,0.4,92,2,7,550,1815,982,12,13,17,1,0,0,0
3349,0,2.5,0,17,0,214,0.6,184,1,11,1939,1816,3517,7,7,9,0,1,0,3
2467,1,0.8,0,3,0,20,0.3,176,2,2,870,1529,1107,10,9,8,0,1,1,1
1660,1,1.3,1,3,1,10,0.5,166,4,3,1350,894,1105,18,17,13,0,1,1,1
5339,0,1.3,1,18,1,250,0.9,137,1,18,1661,932,2549,6,14,16,1,1,1,3
883,0,1.6,1,3,0,8,0.4,173,7,5,1088,728,975,18,8,7,0,1,1,0
2469,1,2.1,0,4,1,28,0.3,143,6,6,236,1907,784,7,12,3,1,1,1,1
2647,0,2.3,1,17,1,56,0.7,108,1,20,729,757,2343,11,6,14,0,0,1,3
3116,1,2.6,1,5,1,155,0.4,123,3,14,470,1595,3153,5,13,5,0,1,0,3
1715,1,2.4,0,2,1,28,0.9,114,2,6,1017,1447,1173,15,5,11,0,1,0,1
1057,0,2.1,0,0,1,15,0.8,156,5,5,208,1201,544,14,12,10,0,1,0,0
2964,0,1.4,0,10,1,40,0.7,169,4,11,784,1795,2022,11,7,6,1,1,1,2
2757,1,1.3,1,10,1,29,0.7,172,5,8,882,1393,2311,5,5,17,1,0,1,2
605,1,1.4,0,0,0,8,0.4,84,4,3,1272,1912,586,10,11,5,0,0,0,0
949,0,1.5,0,2,1,2,0.3,166,7,6,1354,1170,501,5,17,13,1,0,1,0
1026,1,3.0,1,4,1,5,0.5,196,3,4,412,1426,509,7,0,7,1,0,0,0
3104,0,2.0,1,16,0,63,0.3,121,3,15,1172,1952,2676,7,14,13,0,1,1,2
3073,1,1.2,1,11,0,52,0.9,177,8,13,1754,972,1067,13,15,18,0,1,1,2
5139,0,1.8,1,12,1,120,0.8,96,2,15,1043,1266,2992,18,10,11,0,0,1,3
1935,0,1.6,1,2,0,25,0.7,170,6,4,1608,1900,974,12,3,8,1,1,0,1
3783,0,1.7,1,16,1,143,0.4,131,4,11,851,661,4056,15,8,11,0,0,1,3
2639,0,2.8,0,8,1,240,0.8,117,8,8,230,1257,3699,16,2,6,1,0,1,3
1638,1,1.3,1,4,0,17,0.7,170,5,5,1358,1567,1473,7,10,6,0,0,0,1
1052,0,1.9,0,1,0,8,0.8,101,3,7,751,1706,1027,12,0,11,0,0,0,1
1111,1,0.8,0,0,0,10,0.8,182,6,6,1380,1060,796,11,17,6,1,1,0,0
1438,1,1.2,0,2,0,21,0.6,184,5,7,364,1523,1531,13,7,8,0,1,1,1
3203,0,2.9,1,7,0,67,0.8,107,7,9,1536,535,3983,15,15,12,1,0,0,3
769,0,2.4,1,4,0,2,0.1,138,2,3,1362,1720,604,14,14,7,1,1,0,0
836,0,0.6,1,3,0,11,0.1,81,3,3,1178,1237,925,6,2,12,0,1,1,0
4869,1,1.9,0,5,1,140,0.4,194,1,14,164,1794,3573,17,1,10,0,1,1,3
3471,1,2.4,0,13,1,59,0.7,163,8,14,343,1407,1318,5,4,10,1,0,1,2
1272,0,1.8,1,4,1,20,0.5,194,8,3,155,971,901,13,9,13,0,0,0,1
3392,0,2.2,1,13,0,54,0.6,126,8,19,1642,909,2702,15,3,9,0,0,0,2
3277,1,2.5,1,6,1,60,0.5,97,7,13,1617,1583,1218,12,17,11,0,0,1,2
1622,1,1.6,0,1,0,27,0.7,154,1,7,1,1636,1579,7,2,6,0,1,1,1
2978,0,2.6,0,12,0,112,0.1,121,4,12,1955,742,2917,12,12,5,0,1,0,3
2372,0,2.2,0,0,0,17,0.2,86,7,3,427,582,724,13,12,9,1,0,0,1
